Threshold Concentration,Time,Source Thickness,Source Concentration,Source Width,Average Linear Groundwater Velocity,Longitudinal Dispersivity,Horizontal Transverse Dispersivity,Vertical Transverse Dispersivity,Effective Diffusion Coefficient,Retardation Factor,Source Decay Coefficient,Effective first-order Decay Coefficient,Number of Gauss points
5.00E-05,20,6.1,106.35,20,292,10.7,1.1,0.11,0,1,0,4.45E-01,60
